"","GeneID","PATH","Annot"
"9382","PIGA","00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"9383","PIGA","01100","Metabolic pathways"
"9385","PIGC","00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"9386","PIGC","01100","Metabolic pathways"
"9388","PIGF","00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"9389","PIGF","01100","Metabolic pathways"
"9391","PIGH","00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"9392","PIGH","01100","Metabolic pathways"
"9393","PIGR","04672","Intestinal immune network for IgA production"
"9394","PIK3C2A","00562","Inositol phosphate metabolism"
"9395","PIK3C2A","01100","Metabolic pathways"
"9396","PIK3C2A","04070","Phosphatidylinositol signaling system"
"9397","PIK3C2B","00562","Inositol phosphate metabolism"
"9398","PIK3C2B","01100","Metabolic pathways"
"9399","PIK3C2B","04070","Phosphatidylinositol signaling system"
"9400","PIK3C2G","00562","Inositol phosphate metabolism"
"9401","PIK3C2G","01100","Metabolic pathways"
"9402","PIK3C2G","04070","Phosphatidylinositol signaling system"
"9403","PIK3C3","00562","Inositol phosphate metabolism"
"9404","PIK3C3","01100","Metabolic pathways"
"9405","PIK3C3","04070","Phosphatidylinositol signaling system"
"9406","PIK3C3","04140","Autophagy - animal"
"9407","PIK3C3","04145","Phagosome"
"9408","PIK3CA","00562","Inositol phosphate metabolism"
"9409","PIK3CA","04012","ErbB signaling pathway"
"9410","PIK3CA","04062","Chemokine signaling pathway"
"9411","PIK3CA","04070","Phosphatidylinositol signaling system"
"9412","PIK3CA","04150","mTOR signaling pathway"
"9413","PIK3CA","04210","Apoptosis"
"9414","PIK3CA","04370","VEGF signaling pathway"
"9415","PIK3CA","04380","Osteoclast differentiation"
"9416","PIK3CA","04510","Focal adhesion"
"9417","PIK3CA","04620","Toll-like receptor signaling pathway"
"9418","PIK3CA","04630","JAK-STAT signaling pathway"
"9419","PIK3CA","04650","Natural killer cell mediated cytotoxicity"
"9420","PIK3CA","04660","T cell receptor signaling pathway"
"9421","PIK3CA","04662","B cell receptor signaling pathway"
"9422","PIK3CA","04664","Fc epsilon RI signaling pathway"
"9423","PIK3CA","04666","Fc gamma R-mediated phagocytosis"
"9424","PIK3CA","04670","Leukocyte transendothelial migration"
"9425","PIK3CA","04722","Neurotrophin signaling pathway"
"9426","PIK3CA","04810","Regulation of actin cytoskeleton"
"9427","PIK3CA","04910","Insulin signaling pathway"
"9428","PIK3CA","04914","Progesterone-mediated oocyte maturation"
"9429","PIK3CA","04930","Type II diabetes mellitus"
"9430","PIK3CA","04960","Aldosterone-regulated sodium reabsorption"
"9431","PIK3CA","04973","Carbohydrate digestion and absorption"
"9432","PIK3CA","05100","Bacterial invasion of epithelial cells"
"9433","PIK3CA","05142","Chagas disease"
"9434","PIK3CA","05145","Toxoplasmosis"
"9435","PIK3CA","05146","Amoebiasis"
"9436","PIK3CA","05160","Hepatitis C"
"9437","PIK3CA","05200","Pathways in cancer"
"9438","PIK3CA","05210","Colorectal cancer"
"9439","PIK3CA","05211","Renal cell carcinoma"
"9440","PIK3CA","05212","Pancreatic cancer"
"9441","PIK3CA","05213","Endometrial cancer"
"9442","PIK3CA","05214","Glioma"
"9443","PIK3CA","05215","Prostate cancer"
"9444","PIK3CA","05218","Melanoma"
"9445","PIK3CA","05220","Chronic myeloid leukemia"
"9446","PIK3CA","05221","Acute myeloid leukemia"
"9447","PIK3CA","05222","Small cell lung cancer"
"9448","PIK3CA","05223","Non-small cell lung cancer"
"9449","PIK3CB","00562","Inositol phosphate metabolism"
"9450","PIK3CB","04012","ErbB signaling pathway"
"9451","PIK3CB","04062","Chemokine signaling pathway"
"9452","PIK3CB","04070","Phosphatidylinositol signaling system"
"9453","PIK3CB","04150","mTOR signaling pathway"
"9454","PIK3CB","04210","Apoptosis"
"9455","PIK3CB","04370","VEGF signaling pathway"
"9456","PIK3CB","04380","Osteoclast differentiation"
"9457","PIK3CB","04510","Focal adhesion"
"9458","PIK3CB","04620","Toll-like receptor signaling pathway"
"9459","PIK3CB","04630","JAK-STAT signaling pathway"
"9460","PIK3CB","04650","Natural killer cell mediated cytotoxicity"
"9461","PIK3CB","04660","T cell receptor signaling pathway"
"9462","PIK3CB","04662","B cell receptor signaling pathway"
"9463","PIK3CB","04664","Fc epsilon RI signaling pathway"
"9464","PIK3CB","04666","Fc gamma R-mediated phagocytosis"
"9465","PIK3CB","04670","Leukocyte transendothelial migration"
"9466","PIK3CB","04722","Neurotrophin signaling pathway"
"9467","PIK3CB","04810","Regulation of actin cytoskeleton"
"9468","PIK3CB","04910","Insulin signaling pathway"
"9469","PIK3CB","04914","Progesterone-mediated oocyte maturation"
"9470","PIK3CB","04930","Type II diabetes mellitus"
"9471","PIK3CB","04960","Aldosterone-regulated sodium reabsorption"
"9472","PIK3CB","04973","Carbohydrate digestion and absorption"
"9473","PIK3CB","05100","Bacterial invasion of epithelial cells"
"9474","PIK3CB","05142","Chagas disease"
"9475","PIK3CB","05145","Toxoplasmosis"
"9476","PIK3CB","05146","Amoebiasis"
"9477","PIK3CB","05160","Hepatitis C"
"9478","PIK3CB","05200","Pathways in cancer"
"9479","PIK3CB","05210","Colorectal cancer"
"9480","PIK3CB","05211","Renal cell carcinoma"
"9481","PIK3CB","05212","Pancreatic cancer"
"9482","PIK3CB","05213","Endometrial cancer"
"9483","PIK3CB","05214","Glioma"
"9484","PIK3CB","05215","Prostate cancer"
"9485","PIK3CB","05218","Melanoma"
"9486","PIK3CB","05220","Chronic myeloid leukemia"
"9487","PIK3CB","05221","Acute myeloid leukemia"
"9488","PIK3CB","05222","Small cell lung cancer"
"9489","PIK3CB","05223","Non-small cell lung cancer"
"9490","PIM1","04630","JAK-STAT signaling pathway"
"9491","PIM1","05221","Acute myeloid leukemia"
"9492","PIK3CD","00562","Inositol phosphate metabolism"
"9493","PIK3CD","04012","ErbB signaling pathway"
"9494","PIK3CD","04062","Chemokine signaling pathway"
"9495","PIK3CD","04070","Phosphatidylinositol signaling system"
"9496","PIK3CD","04150","mTOR signaling pathway"
"9497","PIK3CD","04210","Apoptosis"
"9498","PIK3CD","04370","VEGF signaling pathway"
"9499","PIK3CD","04380","Osteoclast differentiation"
"9500","PIK3CD","04510","Focal adhesion"
"9501","PIK3CD","04620","Toll-like receptor signaling pathway"
"9502","PIK3CD","04630","JAK-STAT signaling pathway"
"9503","PIK3CD","04650","Natural killer cell mediated cytotoxicity"
"9504","PIK3CD","04660","T cell receptor signaling pathway"
"9505","PIK3CD","04662","B cell receptor signaling pathway"
"9506","PIK3CD","04664","Fc epsilon RI signaling pathway"
"9507","PIK3CD","04666","Fc gamma R-mediated phagocytosis"
"9508","PIK3CD","04670","Leukocyte transendothelial migration"
"9509","PIK3CD","04722","Neurotrophin signaling pathway"
"9510","PIK3CD","04810","Regulation of actin cytoskeleton"
"9511","PIK3CD","04910","Insulin signaling pathway"
"9512","PIK3CD","04914","Progesterone-mediated oocyte maturation"
"9513","PIK3CD","04930","Type II diabetes mellitus"
"9514","PIK3CD","04960","Aldosterone-regulated sodium reabsorption"
"9515","PIK3CD","04973","Carbohydrate digestion and absorption"
"9516","PIK3CD","05100","Bacterial invasion of epithelial cells"
"9517","PIK3CD","05142","Chagas disease"
"9518","PIK3CD","05145","Toxoplasmosis"
"9519","PIK3CD","05146","Amoebiasis"
"9520","PIK3CD","05160","Hepatitis C"
"9521","PIK3CD","05200","Pathways in cancer"
"9522","PIK3CD","05210","Colorectal cancer"
"9523","PIK3CD","05211","Renal cell carcinoma"
"9524","PIK3CD","05212","Pancreatic cancer"
"9525","PIK3CD","05213","Endometrial cancer"
"9526","PIK3CD","05214","Glioma"
"9527","PIK3CD","05215","Prostate cancer"
"9528","PIK3CD","05218","Melanoma"
"9529","PIK3CD","05220","Chronic myeloid leukemia"
"9530","PIK3CD","05221","Acute myeloid leukemia"
"9531","PIK3CD","05222","Small cell lung cancer"
"9532","PIK3CD","05223","Non-small cell lung cancer"
"9533","PIK3CG","00562","Inositol phosphate metabolism"
"9534","PIK3CG","04012","ErbB signaling pathway"
"9535","PIK3CG","04062","Chemokine signaling pathway"
"9536","PIK3CG","04070","Phosphatidylinositol signaling system"
"9537","PIK3CG","04150","mTOR signaling pathway"
"9538","PIK3CG","04210","Apoptosis"
"9539","PIK3CG","04370","VEGF signaling pathway"
"9540","PIK3CG","04380","Osteoclast differentiation"
"9541","PIK3CG","04510","Focal adhesion"
"9542","PIK3CG","04620","Toll-like receptor signaling pathway"
"9543","PIK3CG","04630","JAK-STAT signaling pathway"
"9544","PIK3CG","04650","Natural killer cell mediated cytotoxicity"
"9545","PIK3CG","04660","T cell receptor signaling pathway"
"9546","PIK3CG","04662","B cell receptor signaling pathway"
"9547","PIK3CG","04664","Fc epsilon RI signaling pathway"
"9548","PIK3CG","04666","Fc gamma R-mediated phagocytosis"
"9549","PIK3CG","04670","Leukocyte transendothelial migration"
"9550","PIK3CG","04722","Neurotrophin signaling pathway"
"9551","PIK3CG","04810","Regulation of actin cytoskeleton"
"9552","PIK3CG","04910","Insulin signaling pathway"
"9553","PIK3CG","04914","Progesterone-mediated oocyte maturation"
"9554","PIK3CG","04930","Type II diabetes mellitus"
"9555","PIK3CG","04960","Aldosterone-regulated sodium reabsorption"
"9556","PIK3CG","04973","Carbohydrate digestion and absorption"
"9557","PIK3CG","05100","Bacterial invasion of epithelial cells"
"9558","PIK3CG","05142","Chagas disease"
"9559","PIK3CG","05145","Toxoplasmosis"
"9560","PIK3CG","05146","Amoebiasis"
"9561","PIK3CG","05160","Hepatitis C"
"9562","PIK3CG","05200","Pathways in cancer"
"9563","PIK3CG","05210","Colorectal cancer"
"9564","PIK3CG","05211","Renal cell carcinoma"
"9565","PIK3CG","05212","Pancreatic cancer"
"9566","PIK3CG","05213","Endometrial cancer"
"9567","PIK3CG","05214","Glioma"
"9568","PIK3CG","05215","Prostate cancer"
"9569","PIK3CG","05218","Melanoma"
"9570","PIK3CG","05220","Chronic myeloid leukemia"
"9571","PIK3CG","05221","Acute myeloid leukemia"
"9572","PIK3CG","05222","Small cell lung cancer"
"9573","PIK3CG","05223","Non-small cell lung cancer"
"9574","PIK3R1","04012","ErbB signaling pathway"
"9575","PIK3R1","04062","Chemokine signaling pathway"
"9576","PIK3R1","04070","Phosphatidylinositol signaling system"
"9577","PIK3R1","04150","mTOR signaling pathway"
"9578","PIK3R1","04210","Apoptosis"
"9579","PIK3R1","04370","VEGF signaling pathway"
"9580","PIK3R1","04380","Osteoclast differentiation"
"9581","PIK3R1","04510","Focal adhesion"
"9582","PIK3R1","04620","Toll-like receptor signaling pathway"
"9583","PIK3R1","04630","JAK-STAT signaling pathway"
"9584","PIK3R1","04650","Natural killer cell mediated cytotoxicity"
"9585","PIK3R1","04660","T cell receptor signaling pathway"
"9586","PIK3R1","04662","B cell receptor signaling pathway"
"9587","PIK3R1","04664","Fc epsilon RI signaling pathway"
"9588","PIK3R1","04666","Fc gamma R-mediated phagocytosis"
"9589","PIK3R1","04670","Leukocyte transendothelial migration"
"9590","PIK3R1","04722","Neurotrophin signaling pathway"
"9591","PIK3R1","04810","Regulation of actin cytoskeleton"
"9592","PIK3R1","04910","Insulin signaling pathway"
"9593","PIK3R1","04914","Progesterone-mediated oocyte maturation"
"9594","PIK3R1","04930","Type II diabetes mellitus"
"9595","PIK3R1","04960","Aldosterone-regulated sodium reabsorption"
"9596","PIK3R1","04973","Carbohydrate digestion and absorption"
"9597","PIK3R1","05100","Bacterial invasion of epithelial cells"
"9598","PIK3R1","05142","Chagas disease"
"9599","PIK3R1","05145","Toxoplasmosis"
"9600","PIK3R1","05146","Amoebiasis"
"9601","PIK3R1","05160","Hepatitis C"
"9602","PIK3R1","05200","Pathways in cancer"
"9603","PIK3R1","05210","Colorectal cancer"
"9604","PIK3R1","05211","Renal cell carcinoma"
"9605","PIK3R1","05212","Pancreatic cancer"
"9606","PIK3R1","05213","Endometrial cancer"
"9607","PIK3R1","05214","Glioma"
"9608","PIK3R1","05215","Prostate cancer"
"9609","PIK3R1","05218","Melanoma"
"9610","PIK3R1","05220","Chronic myeloid leukemia"
"9611","PIK3R1","05221","Acute myeloid leukemia"
"9612","PIK3R1","05222","Small cell lung cancer"
"9613","PIK3R1","05223","Non-small cell lung cancer"
"9614","PIK3R2","04012","ErbB signaling pathway"
"9615","PIK3R2","04062","Chemokine signaling pathway"
"9616","PIK3R2","04070","Phosphatidylinositol signaling system"
"9617","PIK3R2","04150","mTOR signaling pathway"
"9618","PIK3R2","04210","Apoptosis"
"9619","PIK3R2","04370","VEGF signaling pathway"
"9620","PIK3R2","04380","Osteoclast differentiation"
"9621","PIK3R2","04510","Focal adhesion"
"9622","PIK3R2","04620","Toll-like receptor signaling pathway"
"9623","PIK3R2","04630","JAK-STAT signaling pathway"
"9624","PIK3R2","04650","Natural killer cell mediated cytotoxicity"
"9625","PIK3R2","04660","T cell receptor signaling pathway"
"9626","PIK3R2","04662","B cell receptor signaling pathway"
"9627","PIK3R2","04664","Fc epsilon RI signaling pathway"
"9628","PIK3R2","04666","Fc gamma R-mediated phagocytosis"
"9629","PIK3R2","04670","Leukocyte transendothelial migration"
"9630","PIK3R2","04722","Neurotrophin signaling pathway"
"9631","PIK3R2","04810","Regulation of actin cytoskeleton"
"9632","PIK3R2","04910","Insulin signaling pathway"
"9633","PIK3R2","04914","Progesterone-mediated oocyte maturation"
"9634","PIK3R2","04930","Type II diabetes mellitus"
"9635","PIK3R2","04960","Aldosterone-regulated sodium reabsorption"
"9636","PIK3R2","04973","Carbohydrate digestion and absorption"
"9637","PIK3R2","05100","Bacterial invasion of epithelial cells"
"9638","PIK3R2","05142","Chagas disease"
"9639","PIK3R2","05145","Toxoplasmosis"
"9640","PIK3R2","05146","Amoebiasis"
"9641","PIK3R2","05160","Hepatitis C"
"9642","PIK3R2","05200","Pathways in cancer"
"9643","PIK3R2","05210","Colorectal cancer"
"9644","PIK3R2","05211","Renal cell carcinoma"
"9645","PIK3R2","05212","Pancreatic cancer"
"9646","PIK3R2","05213","Endometrial cancer"
"9647","PIK3R2","05214","Glioma"
"9648","PIK3R2","05215","Prostate cancer"
"9649","PIK3R2","05218","Melanoma"
"9650","PIK3R2","05220","Chronic myeloid leukemia"
"9651","PIK3R2","05221","Acute myeloid leukemia"
"9652","PIK3R2","05222","Small cell lung cancer"
"9653","PIK3R2","05223","Non-small cell lung cancer"
"9654","PI4KA","00562","Inositol phosphate metabolism"
"9655","PI4KA","01100","Metabolic pathways"
"9656","PI4KA","04070","Phosphatidylinositol signaling system"
"9657","PI4KB","00562","Inositol phosphate metabolism"
"9658","PI4KB","01100","Metabolic pathways"
"9659","PI4KB","04070","Phosphatidylinositol signaling system"
"9660","PIN1","04622","RIG-I-like receptor signaling pathway"
"9664","PIP4K2A","00562","Inositol phosphate metabolism"
"9665","PIP4K2A","04070","Phosphatidylinositol signaling system"
"9666","PIP4K2A","04810","Regulation of actin cytoskeleton"
"9669","PITX2","04350","TGF-beta signaling pathway"
"9673","PKLR","00010","Glycolysis / Gluconeogenesis"
"9674","PKLR","00230","Purine metabolism"
"9675","PKLR","00620","Pyruvate metabolism"
"9676","PKLR","01100","Metabolic pathways"
"9677","PKLR","04910","Insulin signaling pathway"
"9678","PKLR","04930","Type II diabetes mellitus"
"9679","PKLR","04950","Maturity onset diabetes of the young"
"9681","PKM","00010","Glycolysis / Gluconeogenesis"
"9682","PKM","00230","Purine metabolism"
"9683","PKM","00620","Pyruvate metabolism"
"9684","PKM","01100","Metabolic pathways"
"9685","PKM","04930","Type II diabetes mellitus"
"9688","PKP2","05412","Arrhythmogenic right ventricular cardiomyopathy"
"9689","PLA2G1B","00564","Glycerophospholipid metabolism"
"9690","PLA2G1B","00565","Ether lipid metabolism"
"9691","PLA2G1B","00590","Arachidonic acid metabolism"
"9692","PLA2G1B","00591","Linoleic acid metabolism"
"9693","PLA2G1B","00592","alpha-Linolenic acid metabolism"
"9694","PLA2G1B","01100","Metabolic pathways"
"9695","PLA2G1B","04010","MAPK signaling pathway"
"9696","PLA2G1B","04270","Vascular smooth muscle contraction"
"9697","PLA2G1B","04370","VEGF signaling pathway"
"9698","PLA2G1B","04664","Fc epsilon RI signaling pathway"
"9699","PLA2G1B","04730","Long-term depression"
"9700","PLA2G1B","04912","GnRH signaling pathway"
"9701","PLA2G1B","04972","Pancreatic secretion"
"9702","PLA2G1B","04975","Fat digestion and absorption"
"9703","PLA2G1B","05145","Toxoplasmosis"
"9704","PLA2G2A","00564","Glycerophospholipid metabolism"
"9705","PLA2G2A","00565","Ether lipid metabolism"
"9706","PLA2G2A","00590","Arachidonic acid metabolism"
"9707","PLA2G2A","00591","Linoleic acid metabolism"
"9708","PLA2G2A","00592","alpha-Linolenic acid metabolism"
"9709","PLA2G2A","01100","Metabolic pathways"
"9710","PLA2G2A","04010","MAPK signaling pathway"
"9711","PLA2G2A","04270","Vascular smooth muscle contraction"
"9712","PLA2G2A","04370","VEGF signaling pathway"
"9713","PLA2G2A","04664","Fc epsilon RI signaling pathway"
"9714","PLA2G2A","04730","Long-term depression"
"9715","PLA2G2A","04912","GnRH signaling pathway"
"9716","PLA2G2A","04972","Pancreatic secretion"
"9717","PLA2G2A","04975","Fat digestion and absorption"
"9718","PLA2G2A","05145","Toxoplasmosis"
"9719","PLA2G4A","00564","Glycerophospholipid metabolism"
"9720","PLA2G4A","00565","Ether lipid metabolism"
"9721","PLA2G4A","00590","Arachidonic acid metabolism"
"9722","PLA2G4A","00591","Linoleic acid metabolism"
"9723","PLA2G4A","00592","alpha-Linolenic acid metabolism"
"9724","PLA2G4A","01100","Metabolic pathways"
"9725","PLA2G4A","04010","MAPK signaling pathway"
"9726","PLA2G4A","04270","Vascular smooth muscle contraction"
"9727","PLA2G4A","04370","VEGF signaling pathway"
"9728","PLA2G4A","04664","Fc epsilon RI signaling pathway"
"9729","PLA2G4A","04666","Fc gamma R-mediated phagocytosis"
"9730","PLA2G4A","04730","Long-term depression"
"9731","PLA2G4A","04912","GnRH signaling pathway"
